Instrument Code 1,Customer_No,고객이름,장비명,시리얼넘버,지역,시/도,주소,고객설치일,워런티종료일,옵타입종료일,사용년,옵션
8524,954744,성모안과,HFA3  830,830-18818,경기,양주시,"회정로 120 (덕정동, 해밀프라자203호, 204호)",6/25/2024,6/26/2025,,0.9,None
8714,539414,노원빛사랑안과의원,CIRRUS 6000,6000-14715,서울,노원구,상계동 724-2,6/25/2024,6/26/2025,,0.9,None
9715,528736,(재) 예수병원유지재단,SL 800,9715170374,전북,전주시,서원로 365(중화산동1가),6/25/2024,7/26/2025,6/26/2027,0.9,None
8524,693666,제일안과의원,HFA3  830,830-18823,경북,구미시,인동가산로 33(인의동),6/24/2024,6/25/2025,,0.9,None
9511,1883858,카이안과,VISUMAX 800,9511100372,서울,강남구,"테헤란로 326, 12층 1201호 (역삼동 역삼 아이타워)",6/22/2024,6/23/2025,6/25/2026,0.9,None
9715,1959599,킴스안과의원,SL 800,9715170371,부산,동래구,"아시아드대로 142, 1동 3층 (사직동 사직빌딩)",6/19/2024,6/20/2025,,0.9,None
8524,915931,덕천성모안과,HFA3  830,830-18830,부산,북구,덕천동 398-13,6/18/2024,6/19/2025,,0.9,None
8524,528716,국민건강보험공단일산병원,HFA3  830,830-18817,경기,고양시,"일산로 100(1241번지외 1필지 4층, 5층) (백석동, 일산병원)",6/16/2024,6/17/2025,6/16/2027,0.9,None
8709,1312476,우리삼성안과의원,Cirrus 500,500-38414,경북,칠곡군,왜관읍 중앙로 159,6/16/2024,6/17/2025,,0.9,None
9140,634185,소중한빛안과,VISULAS 532s NH,1281252,대전,서구,"탄방동 90-1, 상아빌딩2층",6/16/2024,6/17/2025,,0.9,None
9503,1154539,이지봄 안과의원,VisuMax,1281075,제주,제주시,"노형로 390, 2층, 3층, 4층, 5층, 6층(노형동)",6/14/2024,6/15/2025,,0.9,None
6033,1311656,이선생 치과의원,EXTARO 300 Dental,6033305558,서울,강북구,도봉로 205,6/13/2024,6/14/2025,,1,None
9208,1011433,성모안과,IOLMaster 700,9208122568,경기,의정부시,"평화로 561, 2,3,4층(의정부동)",6/13/2024,6/14/2025,,1,None
6030,1985225,서울대학교치과병원,OPMI PICO,6627515671,서울,종로구,대학로 101,6/12/2024,6/13/2025,,1,None
6033,1311650,용당퍼스트치과,EXTARO 300 Dental,6033305579,전남,순천시,"삼산로 94, 3층",6/12/2024,6/13/2025,,1,None
6216,529251,세광의료재단,OPMI Lumera i,6633128532,부산,해운대구,해운대로 409-1(우2동),6/12/2024,6/13/2025,6/12/2026,1,None
8524,529554,(재) 청주성모병원,HFA3  830,830-18816,충북,청주시,주중동 589-5,6/12/2024,6/13/2025,6/12/2027,1,None
8708,529554,(재) 청주성모병원,Cirrus 5000,5000-26818,충북,청주시,주중동 589-5,6/12/2024,6/13/2025,6/12/2027,1,None
9604,1044323,자이스메디칼 주식회사,CLARUS 700,CL700-74290,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",6/12/2024,6/13/2025,6/12/2027,1,None
6033,1152898,행복나눔치과의원,EXTARO 300 Dental,6033305567,부산,사상구,낙동대로 733 롯데마트사상점,6/11/2024,6/12/2025,,1,None
6030,1985225,서울대학교치과병원,OPMI PICO,6627515802,서울,종로구,대학로 101,6/9/2024,7/10/2025,,125.5,None
6030,1985225,서울대학교치과병원,OPMI PICO,6627515803,서울,종로구,대학로 101,6/9/2024,7/10/2025,,125.5,None
8524,1314006,제주현대안과의원,HFA3  830,830-18755,제주,제주시,"건주로 31, 3층",6/9/2024,6/10/2025,,1,None
9511,2014515,강남조은눈안과,VISUMAX 800,9511100371,서울,강남구,"테헤란로 107, 7층 9층 (역삼동 비전타워)",6/7/2024,6/8/2025,6/9/2026,1,None
6217,562548,의료법인목포구암의료재단목포중앙병원,OPMI Lumera 700,6634150749,전남,목포시,영산로 623(석현동),6/4/2024,6/5/2025,6/4/2026,1,None
8524,1017305,박창호안과,HFA3  830,830-18765,부산,연제구,"중앙대로 1033, 5층 (연산동)",6/4/2024,6/5/2025,,1,None
8525,562548,의료법인목포구암의료재단목포중앙병원,HFA3  840,840-25511,전남,목포시,영산로 623(석현동),6/4/2024,6/5/2025,6/4/2026,1,None
9137,1187185,범안과,Visulas YAG III,1272125,경남,창원시,"원이대로 587, 4층 1-1호",6/4/2024,6/5/2025,,1,None
9137,993107,오창김안과의원,Visulas YAG III,1276595,충북,청주시,오창읍 중심상업로 7(오창프라자3층310호),6/4/2024,6/5/2025,,1,None
9208,562548,의료법인목포구암의료재단목포중앙병원,IOLMaster 700,9208122566,전남,목포시,영산로 623(석현동),6/4/2024,6/5/2025,6/4/2026,1,None
6216,1312476,우리삼성안과의원,OPMI Lumera i,6633128517,경북,칠곡군,왜관읍 중앙로 159,6/2/2024,6/3/2025,,1,None
6223,533334,한림대성심병원,KINEVO 900,6640124504,경기,안양시,평촌동 896,6/2/2024,6/3/2025,6/2/2027,1,None
9511,657860,지에스(GS)안과,VISUMAX 800,9511100366,서울,강남구,"역삼동 825, 8층",5/31/2024,6/1/2025,6/30/2026,1,None
8709,,,Cirrus 500,500-38411,,,,5/29/2024,5/30/2025,,1,None
9208,529141,광주보훈병원,IOLMaster 700,9208122565,광주,광산구,첨단월봉로 99(산월동),5/29/2024,5/29/2025,5/29/2027,1,None
6030,1189133,광교센트럴치과의원,OPMI PICO,6627515700,경기,수원시,"법조로 25, 광교SK뷰레이크 근린생활 2층 239호",5/28/2024,5/29/2025,,1,None
6223,529057,서울대학교병원,KINEVO 900,6640124615,서울,종로구,대학로 101(연건동),5/28/2024,5/29/2025,5/28/2027,1,None
6225,529059,연세대학교 의료원,TIVATO 700,6643145796,서울,서대문구,연세로 50-1(신촌동),5/27/2024,5/28/2025,5/27/2027,1,None
9511,688920,밝은세상안과,VISUMAX 800,9511100373,부산,부산진구,"부전동 257-3, 아이온시티8~11층",5/27/2024,5/28/2025,6/30/2026,0.9,None
9208,1194087,눈사랑안과의원,IOLMaster 700,9208122526,제주,제주시,"노형8길 2, 온유빌딩 4층",5/26/2024,5/27/2025,,1,None
9511,688919,서울밝은세상안과의원,VISUMAX 800,9511100363,서울,강남구,"선릉로 823, 한양타운2층",5/26/2024,5/27/2025,6/30/2026,1,None
9511,2029746,에스앤유안과의원,VISUMAX 800,9511100361,서울,강남구,"강남대로 624, 지상3층전부 도산대로1길13 지상3층전부 (신사동 ICT TOWER)",5/24/2024,5/25/2025,6/30/2026,1,None
9511,955923,아이플러스안과,VISUMAX 800,9511100362,서울,서초구,강남대로 435,5/24/2024,5/25/2025,5/26/2026,1,None
6217,1804614,나안과의원,OPMI Lumera 700,6634150805,충남,천안시,충절로 23-1(신부동),5/20/2024,5/21/2025,,1,None
6223,529059,연세대학교 의료원,KINEVO 900,6640124600,서울,서대문구,연세로 50-1(신촌동),5/20/2024,5/21/2025,5/20/2027,1,None
6033,1308376,보스턴치과,EXTARO 300 Dental,6033305590,전남,여수시,"쌍봉로 58, 2층 202호",5/15/2024,5/16/2025,,1,None
6033,1985225,서울대학교치과병원,EXTARO 300 Dental,6033305580,서울,종로구,대학로 101,5/15/2024,6/16/2025,,125.5,None
6216,,,OPMI Lumera i,6633128525,,,,5/15/2024,5/16/2025,,1,None
6223,528984,부산대학교병원,KINEVO 900,6640124601,부산,서구,"구덕로 179(아미동1가,부산대학교병원)",5/15/2024,5/16/2025,5/15/2027,1,None
9208,,,IOLMaster 700,9208122519,,,,5/15/2024,5/16/2025,,1,None
6217,541821,차의과대학교 부속 구미차병원,OPMI Lumera 700,6634150827,경북,구미시,신시로10길 12(형곡동),5/12/2024,5/13/2025,5/12/2027,1,None
9208,966024,(주)한빛메디텍,IOLMaster 700,9208122437,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",5/9/2024,5/10/2025,,1,None
9140,955500,정근안과병원,VISULAS 532s NH,1277410,부산,부산진구,"가야대로 767, 4층 (부전동)",5/8/2024,5/9/2025,,1.1,None
8527,1960289,서울신세계안과의원,HFA3  860,860-24466,경기,의정부시,"태평로73번길 55, B1 3 4 층 (의정부동)",5/7/2024,5/8/2025,,1.1,None
6217,1862094,센트라스 서울안과,OPMI Lumera 700,6634150741,서울,성동구,"왕십리로 410, 센트라스 L동 2층 219 220호",5/1/2024,5/2/2025,,1.1,None
8525,1109812,엠에스 안과,HFA3  840,840-25439,서울,서초구,"신반포로 189, 4동 2층 1~39호,42~45호,5층2호",4/29/2024,4/30/2025,,1.1,None
8714,792097,한빛안과,CIRRUS 6000,6000-14583,전남,목포시,용당동 1055-11,4/29/2024,4/30/2025,,1.1,None
8525,1499330,씨에스서울안과의원,HFA3  840,840-25411,서울,영등포구,"양평로 64, 3층",4/25/2024,4/26/2025,,1.1,None
8714,1499330,씨에스서울안과의원,CIRRUS 6000,6000-14641,서울,영등포구,"양평로 64, 3층",4/25/2024,4/26/2025,,1.1,None
8525,813588,누네안과병원,HFA3  840,840-25332,대구,중구,"달구벌대로 2179, 2~7층(삼덕동2가, 눈빌딩)",4/21/2024,4/22/2025,,1.1,None
9208,682236,(주) 하이눈커뮤니티,IOLMaster 700,9208122367,서울,강남구,"테헤란로 408, 19층 1901호 (대치동 대치빌딩)",4/21/2024,4/22/2025,,1.1,None
9208,966024,(주)한빛메디텍,IOLMaster 700,9208122368,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",4/21/2024,4/22/2025,,1.1,None
8525,531090,충북대학교병원,HFA3  840,840-25437,충북,청주시,개신동 62,4/18/2024,4/19/2025,4/18/2027,1.1,None
8525,528649,한림대학교강남성심병원,HFA3  840,840-25433,서울,영등포구,신길로 1,4/17/2024,4/18/2025,4/17/2027,1.1,None
6225,1498733,의료법인상원의료재단창원힘찬병원,TIVATO 700,6643145683,경남,창원시,"의창대로 45, 1층",4/16/2024,4/17/2025,4/16/2026,1.1,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033305450,서울,용산구,"한강대로 95, R223,224호",4/15/2024,4/16/2025,,1.1,None
6222,1300061,의료법인 센텀의료재단 센텀종합병원,OPMI Pentero 800,6641721791,부산,수영구,"수영로677, 679번길 8",4/15/2024,4/16/2025,4/15/2026,1.1,None
9208,1194013,더본안과,IOLMaster 700,9208122212,경기,성남시,"야탑로81번길 10, 211호, 212호",4/14/2024,4/15/2025,,1.1,None
9506,634669,눈에미소안과,CRS Master II,86755R3,서울,강남구,"강남대로 364, 7 8층 (역삼동 미왕빌딩)",4/14/2024,4/15/2025,,1.1,None
6217,1194287,굿모닝빛안과,OPMI Lumera 700,6634150750,울산,남구,"삼산로 266, 2,3층",4/11/2024,4/12/2025,,1.1,None
6225,1186614,하나이비인후과병원,TIVATO 700,6643145689,서울,강남구,역삼로 245(역삼동),4/11/2024,4/12/2025,,1.1,None
8524,1194287,굿모닝빛안과,HFA3  830,830-18673,울산,남구,"삼산로 266, 2,3층",4/11/2024,4/12/2025,,1.1,None
8524,1309503,광주연세안과,HFA3  830,830-18718,경기,광주시,"광주대로 31, 3층",4/11/2024,4/12/2025,,1.1,None
6033,1498697,해와달연합치과의원,EXTARO 300 Dental,6033305418,대구,중구,동덕로 66-1,4/10/2024,4/11/2025,,1.1,None
8714,1996766,베스트안과의원,CIRRUS 6000,6000-14665,광주,남구,"대남대로 301, 3층(월산동)",4/10/2024,4/11/2025,4/10/2027,1.1,None
9604,1996766,베스트안과의원,CLARUS 700,CL700-74251,광주,남구,"대남대로 301, 3층(월산동)",4/10/2024,4/11/2025,4/10/2028,1.1,None
8524,1308560,호계연세안과,HFA3  830,830-18730,울산,북구,호계로 324,4/7/2024,4/8/2025,,1.1,None
8714,629087,성모안과,CIRRUS 6000,6000-14622,강원,동해시,"천곡로 76, 201호(천곡동)",4/7/2024,4/8/2025,,1.1,None
8524,1196530,경대연합안과,HFA3  830,830-18733,대구,달서구,"월배로 233 (상인동, 상인중앙빌딩6)",4/4/2024,4/5/2025,,1.1,None
6030,1498871,연세감성치과의원,OPMI PICO,6627515620,서울,영등포구,"신풍로 23, 4층",4/3/2024,4/4/2025,,1.1,None
6033,1307078,더바른 윤치과의원,EXTARO 300 Dental,6033305382,경기,광명시,철산로29번길 9,4/3/2024,5/4/2025,,125.5,None
6216,1194763,센텀성모안과의원,OPMI Lumera i,6633128526,부산,해운대구,"선수촌로 102-2, 5층 501호",4/3/2024,4/4/2025,,1.1,None
6216,1499217,누네조은안과,OPMI Lumera i,6633128507,부산,부산진구,"동평로 106, 6층 601호",4/3/2024,4/4/2025,,1.1,None
8524,1194763,센텀성모안과의원,HFA3  830,830-18630,부산,해운대구,"선수촌로 102-2, 5층 501호",4/3/2024,4/4/2025,,1.1,None
8524,1499217,누네조은안과,HFA3  830,830-18723,부산,부산진구,"동평로 106, 6층 601호",4/3/2024,4/4/2025,,1.1,None
8709,1044323,자이스메디칼 주식회사,Cirrus 500,500-38346,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",4/3/2024,4/4/2025,,1.1,None
9137,1194763,센텀성모안과의원,Visulas YAG III,1273419,부산,해운대구,"선수촌로 102-2, 5층 501호",4/3/2024,4/4/2025,,1.1,None
9208,1044323,자이스메디칼 주식회사,IOLMaster 700,9208122279,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",4/3/2024,4/4/2025,,1.1,None
8708,649309,영등포성모안과,Cirrus 5000,5000-26730,서울,영등포구,영등포로 210,4/2/2024,4/3/2025,,1.2,None
6223,863202,한림대학교동탄성심병원,KINEVO 900,6640124505,경기,화성시,큰재봉길 7(석우동),3/31/2024,4/1/2025,3/31/2027,1.2,None
6030,531090,충북대학교병원,OPMI PICO,6627515458,충북,청주시,개신동 62,3/28/2024,3/29/2025,3/28/2027,1.2,None
8525,693988,눈사랑안과,HFA3  840,840-25273,대전,서구,"둔산동 1166, 경구빌딩2 7층",3/28/2024,3/29/2025,,1.2,None
6225,,,TIVATO 700,6643145212,,,,3/26/2024,3/27/2025,3/26/2026,1.2,None
6033,,,EXTARO 300 Dental,6033305489,,,,3/25/2024,3/26/2025,,1.2,None
8525,529741,건양대학교병원,HFA3  840,840-25284,대전,서구,관저동로 158(관저동),3/25/2024,3/26/2025,3/25/2027,1.2,None
8525,529741,건양대학교병원,HFA3  840,840-25333,대전,서구,관저동로 158(관저동),3/25/2024,3/26/2025,3/25/2027,1.2,None
6217,1187185,범안과,OPMI Lumera 700,6634150710,경남,창원시,"원이대로 587, 4층 1-1호",3/24/2024,3/25/2025,,1.2,None
6217,608655,서울성모안과병원,OPMI Lumera 700,6634150720,경기,수원시,중부대로271번길 4(원천동),3/21/2024,3/22/2025,,1.2,None
6909,608655,서울성모안과병원,Callisto eye,6909284894,경기,수원시,중부대로271번길 4(원천동),3/21/2024,3/22/2025,,1.2,None
6030,1195758,연세휴치과의원,OPMI PICO,6627515496,서울,도봉구,방학로 158,3/19/2024,3/20/2025,,1.2,None
6217,949418,잘보는성모안과의원,OPMI Lumera 700,6634150589,서울,강서구,"강서로 242, 401호 (화곡동)",3/19/2024,3/20/2025,,1.2,None
6217,956291,밝은안과21병원,OPMI Lumera 700,6634150669,광주,서구,"무진대로 950(농성동, 8,9,10층)",3/19/2024,3/20/2025,4/9/2028,1.2,None
8524,649416,푸른하늘안과의원,HFA3  830,830-18699,경기,동두천시,"지행동 721-2, 내행역프라자301",3/19/2024,3/20/2025,,1.2,None
8714,1961442,에스앤유청안과,CIRRUS 6000,6000-14632,서울,관악구,"관악로 195, 2층 201~208호 (봉천동 관악위버폴리스)",3/19/2024,3/20/2025,,1.2,None
8525,706322,이인섭안과,HFA3  840,840-25207,서울,성북구,"동소문로 125, 제7층(동선동4가, 외 2필지 골든타워)",3/18/2024,3/19/2025,,1.2,None
6217,904456,VOM 봄 안과,OPMI Lumera 700,6634150742,대구,동구,안심로 58(율하동 율하메디빌303호 304호),3/17/2024,3/18/2025,,1.2,None
8524,849197,이엘씨안과의원,HFA3  830,830-18667,서울,강동구,천호대로 1015,3/13/2024,3/14/2025,,1.2,None
8714,876819,보라안과병원,CIRRUS 6000,6000-14610,광주,서구,상무자유로 170(치평동),3/13/2024,3/14/2025,,1.2,None
9137,876819,보라안과병원,Visulas YAG III,1276579,광주,서구,상무자유로 170(치평동),3/13/2024,3/14/2025,,1.2,None
9208,541821,차의과대학교 부속 구미차병원,IOLMaster 700,9208122221,경북,구미시,신시로10길 12(형곡동),3/13/2024,3/14/2025,3/12/2027,1.2,None
9137,888222,국군수도병원,Visulas YAG III,1274628,경기,성남시,새마을로 169,3/12/2024,3/13/2025,3/12/2027,1.2,None
9506,2036516,주식회사 이노비젼,CRS Master II,37755R3,서울,강남구,"도산대로1길 13, 지하1층(신사동, ICT TOWER)",3/11/2024,4/12/2025,,125.5,None
8524,1152759,우리눈안과,HFA3  830,830-18670,대구,동구,"안심로 366, 3층 1호(신서동)",3/10/2024,3/11/2025,,1.2,None
6225,528649,한림대학교강남성심병원,TIVATO 700,6643145348,서울,영등포구,신길로 1,3/7/2024,3/8/2025,3/7/2027,1.2,None
6222,854752,의료법인 안은의료재단,OPMI Pentero 800,6641721783,인천,부평구,부평대로 175,3/6/2024,3/7/2025,3/6/2027,1.2,None
8708,54291,칼자이스 (주),Cirrus 5000,5000-26549,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",3/6/2024,4/7/2025,,125.5,None
9208,966024,(주)한빛메디텍,IOLMaster 700,9208122022,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",3/6/2024,3/7/2025,3/6/2027,1.2,None
6030,1498732,(주)메디씽큐,OPMI PICO,6627515530,경기,성남시,"판교로255번길 35, 1층 106호(삼평동, 판교실리콘파크)",3/5/2024,3/6/2025,,1.2,None
8714,551727,김안과의원,CIRRUS 6000,6000-14455,경기,평택시,평택동 33-13,3/5/2024,3/6/2025,2/19/2027,1.2,None
6223,529061,연세대학교 의과대학 강남세브란스병원,KINEVO 900,6640124524,서울,강남구,언주로 211(도곡동),3/4/2024,3/5/2025,3/4/2027,1.2,None
8524,964033,서울연세안과,HFA3  830,830-18661,서울,구로구,디지털로32길 79,3/4/2024,3/5/2025,,1.2,None
6217,857262,의료법인 세경의료재단 새빛안과병원,OPMI Lumera 700,6634150657,경기,고양시,중앙로 1065(백석동),2/28/2024,2/28/2025,,1.2,None
6225,1305989,베테랑 병원,TIVATO 700,6643145525,부산,연제구,"중앙대로 1098, 7~11층",2/27/2024,2/28/2025,,1.2,None
8524,777998,서울안과의원,HFA3  830,830-18666,경남,김해시,"내동 1140-3, 서울메디컬센터8층 9층",2/27/2024,2/28/2025,,1.2,None
6030,,,OPMI PICO,6030140148,,,,2/26/2024,2/27/2025,,1.2,None
6216,1192943,대신성모안과,OPMI Lumera i,6633128524,부산,서구,"대영로 54, 5층 502호(서대신동1가, 대신메디컬센터)",2/26/2024,2/27/2025,,1.2,None
6217,878333,푸른안과의원,OPMI Lumera 700,6634150633,전북,전주시,금암동 1588-6,2/26/2024,2/27/2025,,1.2,None
6909,878333,푸른안과의원,Callisto eye,6909284808,전북,전주시,금암동 1588-6,2/26/2024,2/27/2025,,1.2,None
8527,610027,주식회사 자이스텍,HFA3  860,860-24159,서울,종로구,"신문로1가 163, 광화문오피시아906",2/26/2024,2/27/2025,2/26/2027,1.2,None
6030,528617,이화의대부속목동병원,OPMI PICO,6627515501,서울,양천구,안양천로 1071(목동),2/25/2024,2/26/2025,2/25/2027,1.3,None
6033,1193470,서울재생치과,EXTARO 300 Dental,6033304254,서울,서대문구,"신촌로 93, 3층",2/25/2024,2/26/2025,,1.3,None
6137,1143026,잠실 소중안 안과의원,OPMI Lumera 300,6137104805,서울,송파구,"석촌호수로 61, 3층 304호 일부(잠실동, 트리지움상가)",2/25/2024,2/26/2025,,1.3,None
6225,1186728,대청병원,TIVATO 700,6643145519,대전,서구,계백로 1322,2/25/2024,2/26/2025,,1.3,None
8714,1187185,범안과,CIRRUS 6000,6000-14258,경남,창원시,"원이대로 587, 4층 1-1호",2/25/2024,2/26/2025,,1.3,None
9140,1187185,범안과,VISULAS 532s NH,1275579,경남,창원시,"원이대로 587, 4층 1-1호",2/25/2024,2/26/2025,,1.2,None
9603,1187185,범안과,CLARUS 500,CL500-55600,경남,창원시,"원이대로 587, 4층 1-1호",2/25/2024,2/26/2025,2/25/2028,1.3,None
6035,1985225,서울대학교치과병원,EXTARO 300 Eduscope,6035000276,서울,종로구,대학로 101,2/22/2024,2/23/2025,,1.3,None
8524,703903,서울안과,HFA3  830,830-18643,경기,안산시,고잔동 768,2/22/2024,2/23/2025,,1.3,None
6217,994706,메디칼에이엠에스 주식회사,OPMI Lumera 700,6634150601,경기,수원시,"호매실로104번길 90, 704호 (호매실동 제이디타워)",2/21/2024,2/22/2025,,1.3,None
8714,1194012,삼성봄안과의원,CIRRUS 6000,6000-14475,서울,강북구,"도봉로 333, 3층",2/21/2024,2/22/2025,,1.3,None
9208,994706,메디칼에이엠에스 주식회사,IOLMaster 700,9208122232,경기,수원시,"호매실로104번길 90, 704호 (호매실동 제이디타워)",2/21/2024,2/22/2025,,1.3,None
8524,789590,참안과의원,HFA3  830,830-18646,부산,연제구,"중앙대로 1107, 2 3층 (연산동)",2/20/2024,2/21/2025,,1.3,None
8525,954746,안성밝은안과,HFA3  840,840-25205,경기,안성시,"중앙로 376, 1,2층(서인동)",2/20/2024,2/21/2025,,1.3,None
8711,528458,(학) 가톨릭대학교부천성모병원,PLEX Elite 9000,PE9000-0281,경기,부천시,소사로 327(소사동),2/20/2024,2/21/2025,2/20/2027,1.3,None
6225,1185902,광주병원,TIVATO 700,6643145439,광주,북구,면앙로139번길 51(두암동),2/19/2024,2/20/2025,,1.3,None
6225,528579,계명대학교 동산의료원,TIVATO 700,6643145446,대구,달서구,달구벌대로 1035(신당동),2/18/2024,2/19/2025,2/18/2027,1.3,None
8524,1992625,삼성밝은안과,HFA3  830,830-18672,경기,남양주시,"다산순환로 350, 604-607호(다산동, KB골든타워)",2/18/2024,2/19/2025,,1.3,None
9206,2009155,41타워안과의원,IOLMaster 500,1264526,서울,양천구,"목동동로 293, 현대41타워5층 505",2/15/2024,2/16/2025,,0.6,None
6030,1195761,연세모아치과의원,OPMI PICO,6627515498,인천,계양구,아나지로417번길 20,2/14/2024,2/15/2025,,1.3,None
6217,1143033,모두의 안과 의원,OPMI Lumera 700,6634150658,대전,서구,"대덕대로 238, 301호(둔산동)",2/14/2024,2/15/2025,10/15/2027,1.3,None
6217,796348,현대안과,OPMI Lumera 700,6634150587,경북,구미시,신시로14길 4,2/14/2024,2/15/2025,,1.3,None
6222,529026,(의)삼성의료재단,OPMI Pentero 800,6641721776,서울,종로구,새문안로 29(평동),2/14/2024,2/15/2025,2/14/2027,1.3,None
8524,796348,현대안과,HFA3  830,830-18658,경북,구미시,신시로14길 4,2/14/2024,2/15/2025,,1.3,None
8714,529225,공안과의원,CIRRUS 6000,6000-14500,서울,종로구,"종로 19, 르메이에르종로타운 311호",2/14/2024,2/15/2025,,1.3,None
9137,796348,현대안과,Visulas YAG III,1273418,경북,구미시,신시로14길 4,2/14/2024,2/15/2025,,1.3,None
6030,949761,(학)인천가톨릭학원 가톨릭관동대학교 국제성모병원,OPMI PICO,6627515437,인천,서구,심곡로100번길 25(심곡동),2/13/2024,2/14/2025,3/27/2027,1.3,None
6217,987488,세란병원,OPMI Lumera 700,6634150596,서울,종로구,"통일로 256, 1층 (무악동)",2/13/2024,2/14/2025,2/13/2027,1.3,None
6217,987488,세란병원,OPMI Lumera 700,6634150597,서울,종로구,"통일로 256, 1층 (무악동)",2/13/2024,2/14/2025,2/13/2027,1.3,None
8525,987488,세란병원,HFA3  840,840-24838,서울,종로구,"통일로 256, 1층 (무악동)",2/13/2024,2/14/2025,2/13/2026,1.3,None
8714,987488,세란병원,CIRRUS 6000,6000-14441,서울,종로구,"통일로 256, 1층 (무악동)",2/13/2024,2/14/2025,2/13/2026,1.3,None
9208,994706,메디칼에이엠에스 주식회사,IOLMaster 700,9208121958,경기,수원시,"호매실로104번길 90, 704호 (호매실동 제이디타워)",2/13/2024,2/14/2025,2/13/2026,1.3,None
6225,598567,나누리병원,TIVATO 700,6643145438,서울,강남구,논현동 63-8,2/5/2024,2/6/2025,,1.3,None
8525,528883,국군서울지구병원,HFA3  840,840-24844,서울,종로구,소격동 165,2/5/2024,2/6/2025,2/5/2027,1.3,None
6217,1189691,삼성굿아이안과의원,OPMI Lumera 700,6634150648,경기,수원시,"중부대로 44, 601호,602호,603호,604호,605호(인계동, 건우 까사미 타워)",2/4/2024,2/5/2025,,1.3,None
6217,1194014,대연본안과,OPMI Lumera 700,6634150604,부산,남구,"수영로 260, 주건축물 1동 411호, 412호(대연동, 대연백리명가에덴)",2/4/2024,2/5/2025,,1.3,None
9208,966024,(주)한빛메디텍,IOLMaster 700,9208122018,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",2/4/2024,2/5/2025,,1.3,None
6030,529061,연세대학교 의과대학 강남세브란스병원,OPMI PICO,6627515441,서울,강남구,언주로 211(도곡동),2/1/2024,2/2/2025,2/1/2027,1.3,None
8524,1044323,자이스메디칼 주식회사,HFA3  830,830-18675,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",2/1/2024,2/2/2025,,1.3,None
6223,528770,(의료)길의료재단,KINEVO 900,6640124499,인천,남동구,"남동대로774번길 21, 1층 (구월동)",1/31/2024,2/1/2025,1/31/2028,1.3,None
6030,941158,순천향대학교부속천안병원,OPMI PICO,6627515435,충남,천안시,순천향 6길 31 (봉명동),1/30/2024,1/31/2025,1/30/2027,1.3,None
6217,1191137,눈NOON안과의원,OPMI Lumera 700,6634150632,경기,구리시,"경춘로 219, 501,601호",1/29/2024,1/30/2025,,1.3,None
6909,1191137,눈NOON안과의원,Callisto eye,6909284827,경기,구리시,"경춘로 219, 501,601호",1/29/2024,1/30/2025,,1.3,None
6030,1988449,선치과병원,OPMI PICO,6627515439,대전,중구,대종로 645,1/28/2024,1/29/2025,,1.3,None
8524,966024,(주)한빛메디텍,HFA3  830,830-18650,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",1/28/2024,1/29/2025,,1.3,None
6034,941158,순천향대학교부속천안병원,EXTARO 300 for ENT,6034001163,충남,천안시,순천향 6길 31 (봉명동),1/23/2024,1/24/2025,1/23/2027,1.3,None
9603,,,CLARUS 500,CL500-55622,,,,1/22/2024,1/23/2025,,1.3,None
6216,1109812,엠에스 안과,OPMI Lumera i,6633128514,서울,서초구,"신반포로 189, 4동 2층 1~39호,42~45호,5층2호",1/21/2024,2/22/2025,,125.5,None
6216,1193628,개포삼성안과의원,OPMI Lumera i,6633128458,서울,강남구,"선릉로 34, B1층 전체(개포동)",1/21/2024,1/22/2025,,1.3,None
8524,1193628,개포삼성안과의원,HFA3  830,830-18624,서울,강남구,"선릉로 34, B1층 전체(개포동)",1/21/2024,1/22/2025,,1.3,None
9208,1193628,개포삼성안과의원,IOLMaster 700,9208121617,서울,강남구,"선릉로 34, B1층 전체(개포동)",1/21/2024,1/22/2025,,1.3,None
6030,528454,(학)가톨릭학원가톨릭대학교대전성모병원,OPMI PICO,6627515446,대전,중구,"대흥로 64, 1층(대흥동)",1/17/2024,1/18/2025,1/17/2027,1.4,None
6033,528815,경희의료원,EXTARO 300 Dental,6033304801,서울,동대문구,경희대로 23(회기동),1/17/2024,1/18/2025,,1.4,None
8524,776876,눈사랑안과,HFA3  830,830-18605,전북,군산시,수송동 831-1,1/17/2024,1/18/2025,,1.4,None
8525,529204,차의과학대학교 분당차병원,HFA3  840,840-25028,경기,성남시,야탑로 59(야탑동),1/16/2024,1/17/2025,1/16/2027,1.4,None
6223,528496,연세대학교원주세브란스기독병원,KINEVO 900,6640124458,강원,원주시,일산로 20(일산동),1/15/2024,1/16/2025,1/15/2027,1.4,None
